Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross
Drama,Medium,None,PG-13,None,The Terminal,Light,6/18/2004,75000000,77073959,218673959
Wilderness Adventure,Light,None,PG,None,Two Brothers,Light,6/25/2004,72000000,19176754,62176754
Science Fiction,Light,Light,PG-13,None,Spider-Man 2,Medium,6/30/2004,200000000,373524485,795110670
Horror,Light,None,"PG-13 for nonstop creature action violence and frightening images, and for sensuality",Light,Van Helsing,Medium,5/7/2004,170000000,120150546,300150546
Comedy,Heavy,None,PG-13,None,Envy,Light,4/30/2004,20000000,13548322,14566246
Documentary,Light,None,Not Rated,None,Super Size Me,Light,5/7/2004,65000,11529368,22233808
Action,Light,Medium,R for graphic violence and some sexuality/nudity,Light,Troy,Heavy,5/14/2004,150000000,133298577,484161265
Comedy,Light,Light,PG,Light,New York Minute,Light,5/7/2004,40000000,14018364,21215882
Comedy,Light,None,PG-13 for thematic issues involving teens,Light,Raising Helen,None,5/28/2004,50000000,37485528,49928680
Animated,Light,Light,PG,Light,Shrek 2,Light,5/19/2004,70000000,441226247,937008132
Supernatural Science Fiction Adventure,Medium,None,PG-13 for sci-fi action violence and frightening images,None,Hellboy,Medium,4/2/2004,60000000,59623958,99823958
Caper Comedy,Heavy,Light,"PG-13 for sexual content, some violence and language",Light,The Whole Ten Yards,Medium,4/9/2004,30000000,16323969,26323969
Science Fiction,Light,None,PG for some crude humor and language,None,Ella Enchanted,Light,4/9/2004,35000000,22913677,22913677
Thriller,Medium,Light,PG-13,Light,Walking Tall,Medium,4/2/2004,56000000,46213824,47313824
Comedy,Light,Light,PG-13,Light,Johnson Family Vacation,Light,4/7/2004,12000000,31203964,31286759
Comedy,Light,None,PG for martial arts action and some thematic elements,None,Shaolin Soccer,Light,4/2/2004,10000000,488872,42776032
Comedy,Medium,Light,PG-13 for some sexual content and brief drug references,Light,13 Going On 30,Light,4/23/2004,37000000,57139723,97658712
Romantic Comedy,Medium,Light,PG,Light,The Prince & Me,Light,4/2/2004,30000000,28165882,29356757
Drama,Medium,None,PG-13 for sustained intense battle sequences,Light,The Alamo,Medium,4/9/2004,92000000,22406362,23911362
Drama,Medium,None,PG-13 for sustained intense battle sequences,Light,The Alamo,Medium,10/24/1960,12000000,7900000,7900000
Drama,Heavy,Light,PG,None,Bobby Jones: Stroke Of Genius,Light,4/30/2004,17000000,2694071,2694071
Comedy,Light,None,PG-13,None,Bon Voyage,Medium,3/19/2004,20000000,2353728,8361736
Drama,Heavy,Light,R,Light,Eternal Sunshine Of The Spotless Mind,Light,3/19/2004,20000000,34366518,72570762
Thriller,Heavy,None,"PG-13 for violence/terror, sexual content and language",Light,Secret Window,Medium,3/12/2004,40000000,47958031,92111551
Comedy,Heavy,None,R,Light,The Ladykillers,Medium,3/26/2004,35000000,39692139,77392139
Family,Light,None,"PG for some scary action, rude humor, and language",None,Scooby-Doo 2: Monsters Unleashed,Light,3/26/2004,25000000,84185387,181185387
Comedy,Heavy,Light,PG-13,Light,Laws Of Attraction,Light,4/30/2004,32000000,17848322,29948322
Animation,None,Light,PG,Light,Home On The Range,Light,4/2/2004,110000000,50026353,76482461
Drama,Medium,None,PG-13,None,You Got Served,Light,1/30/2004,8000000,40066497,50811858
Comedy,Medium,Light,PG-13,Medium,Welcome To Mooseport,Light,2/20/2004,26000000,14469428,14469428
Romanic Comedy,Heavy,None,Rated PG-13 on appeal for crude sexual humor and drug references,Light,50 First Dates,Light,2/13/2004,75000000,120776832,196320329
Biography,Heavy,Light,"PG-13 for crude language, some violence, some sensuality, and drugs",Light,Against The Ropes,Medium,2/20/2004,39000000,5881504,6429865
Western,Light,None,PG-13,None,Hidalgo,Medium,3/5/2004,78000000,67286731,108086731
Comedy,Heavy,Light,Rated PG-13 on appeal for language and sexual content including frank dialogue,Light,Jersey Girl,Light,3/26/2004,35000000,25266129,37066129
Comedy,Heavy,Light,PG-13,Medium,Barbershop 2: Back In Business,Light,2/6/2004,18000000,65070412,65842412
Comedy,None,Light,PG,None,Confessions Of A Teenage Drama Queen,None,2/20/2004,15000000,29331068,33118854
Comedy,Light,Light,PG,None,Catch That Kid,Light,2/6/2004,18000000,16703799,16959614
Drama,Light,Light,PG-13,Light,Osama,Medium,1/30/2004,500000,1127331,1971479
Comedy,Light,None,PG,Light,The Lost Skeleton Of Cadavra,Light,2/6/2004,100000,110536,110536
Drama,Medium,Light,PG,None,Miracle,Light,2/6/2004,28000000,64378093,64474705
Drama,None,None,PG,None,The Work And The Glory,Light,11/24/2004,7500000,3347647,3347647
War Drama,Light,None,PG-13 for war violence and related images,None,Saints And Soldiers,Light,8/6/2004,780000,1310470,1310470
Horror,Medium,None,PG-13,None,Darkness,Medium,12/25/2004,10600000,22163442,34409206
Comedy,Heavy,Medium,PG-13,Medium,Meet The Fockers,Light,12/22/2004,60000000,279167575,516567575
Action-adventure,Heavy,Light,"PG-13 for language, action and violence",None,Flight Of The Phoenix,Medium,12/17/2004,75000000,21009180,34009180
Drama,Medium,Light,PG-13,None,Hotel Rwanda,Medium,12/22/2004,17500000,23519128,36521223
Comedy,Light,None,PG,None,Fat Albert,Light,12/25/2004,45000000,48114556,48563556
Drama,Heavy,Medium,R,Heavy,Closer,Light,12/3/2004,35000000,33987757,116177695
Science Fiction,Heavy,Medium,R,Medium,Blade: Trinity,None,12/8/2004,65000000,52397389,131353165
Drama,Heavy,Light,R,Medium,Imaginary Heroes,Medium,12/17/2004,10000000,228524,290875
Comedy,Heavy,Medium,R,Medium,The Life Aquatic With Steve Zissou,Light,12/10/2004,50000000,24006726,34806726
Action,Light,Medium,R,Heavy,Alexander,Heavy,11/24/2004,155000000,34297191,167297191
Comedy,Heavy,Light,PG-13 for foul language and one scene with bizarre sexual content,Medium,Spanglish,None,12/17/2004,75000000,42044321,54344321
Drama,Heavy,Light,"PG-13 for thematic elements, sexual content, nudity, language, and a crash sequence",Light,The Aviator,Medium,12/17/2004,110000000,102608827,208370892
Drama,Heavy,Light,PG-13 for some sexual content and drug references,Light,In Good Company,Light,12/29/2004,26000000,45489752,63489752
,Light,None,PG-13,Light,House Of Flying Daggers,Heavy,12/3/2004,12000000,11050094,92863945
Comedy,Light,Medium,Not Rated Yet,Light,The Merchant Of Venice,Light,12/29/2004,30000000,3765585,18765585
Drama,Heavy,Light,PG-13,None,Million Dollar Baby,Medium,12/15/2004,30000000,100492203,231928227
Comedy,Light,None,PG,None,Christmas With The Kranks,Light,11/24/2004,50000000,73701902,96469187
Musical Melodrama,Light,Light,PG-13 for brief violent images,None,The Phantom Of The Opera,Medium,12/22/2004,55000000,51225796,153770052
Drama,Heavy,Medium,R,Heavy,Black And White,Medium,4/5/2000,10000000,5241315,5241315
Drama,Medium,Medium,PG-13,Light,28 Days,Medium,4/14/2000,43000000,37035515,62063972
Comedy,Heavy,Medium,R,Heavy,3 Strikes,Medium,3/1/2000,4000000,9821335,9821335
Drama,Heavy,Medium,R,Medium,The Beach,Heavy,2/11/2000,50000000,39778599,39778599
"Thriller
DISTRIBUTOR New Line Cinema",Heavy,None,R,Medium,Boiler Room,Light,2/18/2000,9000000,16963963,28773637
Thriller,Heavy,Medium,R,Light,The Boondock Saints,Heavy,1/21/2000,7000000,30471,411874
Comedy,Medium,Medium,R,Medium,The Big Tease,Light,1/28/2000,4000000,185577,185577
Thriller,Heavy,Medium,R,Light,The Good Thief,Medium,4/2/2003,30000000,3517797,6460758
Comedy,Heavy,Light,R,Medium,Bad Santa,Light,11/26/2003,18000000,60060328,77147031
Comedy,Medium,Light,PG,None,The Haunted Mansion,Light,11/26/2003,90000000,75817994,155750628
Romantic Comedy,Heavy,Heavy,R,Heavy,The Cooler,Heavy,11/26/2003,4000000,8291572,11131455
Thriller,Medium,None,Not yet rated,None,The Statement,Medium,12/12/2003,27000000,765637,1545064
Drama,Heavy,Medium,PG-13,Light,The Company,None,12/25/2003,15000000,2281585,3396508
Horror,Medium,Heavy,R,Light,Gothika,Heavy,11/21/2003,40000000,59588068,141484812
Drama,Heavy,Light,R,Medium,Elephant,Heavy,10/24/2003,3000000,1266955,10051516
Western,Medium,Light,R,Light,The Missing,Heavy,11/26/2003,65000000,26900336,38253433
Drama,Heavy,Medium,R,Heavy,21 Grams,Heavy,11/21/2003,20000000,16248701,59667625
Historical Epic,Light,Light,R,None,The Last Samurai,Heavy,12/5/2003,140000000,111110575,456810575
Drama,Medium,None,PG-13,Light,Shattered Glass,None,10/31/2003,6000000,2207975,3456602
Drama,Medium,Medium,PG-13,Medium,Pieces Of April,Light,10/17/2003,300000,2528664,3571253
Comedy,Light,None,PG,Light,Looney Tunes: Back In Action,Heavy,11/14/2003,80000000,20950820,54540662
Drama,Medium,Light,PG-13,Light,Honey,Light,12/5/2003,18000000,30272254,62646763
Science Fiction,Heavy,None,PG-13,None,Timeline,Medium,11/26/2003,80000000,19480739,26703184
Fantasy,None,Light,PG-13,None,The Lord Of The Rings: The Return Of The King,Medium,12/17/2003,94000000,377845905,1141403341
Thriller,Heavy,Heavy,R,Heavy,In The Cut,Heavy,10/22/2003,12000000,4717455,23693646
Horror,Heavy,Light,R,Light,The Texas Chainsaw Massacre,Heavy,10/17/2003,9000000,80571655,107967319
Horror,Heavy,Light,R,Light,The Texas Chainsaw Massacre,Heavy,10/18/1974,140000,26572439,26572439
Comedy,Heavy,Light,R,Medium,Mambo Italiano,Light,6/6/2003,5500000,9282750,12399772
Comedy,Heavy,Medium,R,Heavy,Love Actually,None,11/7/2003,45000000,59472278,248774244
Drama,Medium,Light,R,Light,My Life Without Me,Light,9/26/2003,2500000,432360,12267275
Comedy,Medium,Light,PG-13,Medium,Scary Movie 3,Heavy,10/24/2003,45000000,110000082,155200000
Comedy,Heavy,Medium,R,Heavy,The Singing Detective,Medium,10/24/2003,8000000,336456,524747
Comedy,Heavy,Medium,R,Light,Bubba Ho-Tep,Medium,9/19/2003,1000000,1239183,1492895
Drama,Heavy,None,R,Medium,Beyond Borders,Heavy,10/24/2003,60000000,4426297,11427090
Thriller,None,None,Not Rated,None,The Flower Of Evil,Light,10/10/2003,6000000,181798,181798
Science Fiction,Heavy,Medium,R,Light,The Matrix Revolutions,Medium,11/5/2003,150000000,139270910,427300260
Comedy,None,None,PG,None,Elf,Light,11/7/2003,32000000,173398518,220236410
Drama,Heavy,Light,PG,None,Radio,Light,10/24/2003,35000000,52333738,53293628
Drama,Medium,Light,PG-13,None,Master And Commander: The Far Side Of The World,Medium,11/14/2003,135000000,93926386,212912137
Drama,Heavy,Medium,R,Medium,Party Monster,Medium,8/29/2003,5000000,742898,894030
Horror,Heavy,Medium,R,Medium,Cabin Fever,Heavy,9/12/2003,1500000,21158188,30351664
Drama,Heavy,Medium,R,Heavy,Wonderland,Heavy,10/3/2003,5500000,1060512,1060512
Thriller,Heavy,Medium,PG-13,Medium,Hollywood Homicide,Heavy,6/13/2003,75000000,30207785,50409753
Action-Adventure,Medium,Light,PG-13,Light,2 Fast 2 Furious,None,6/6/2003,76000000,127120058,236410607
Mythological Fantasy,Light,Light,PG,Light,Sinbad: Legend Of The Seven Seas,Light,7/2/2003,60000000,26483452,80767884
Comedy,None,None,PG,None,The R.M.,Light,1/31/2003,500000,1111615,1111615
Drama,Light,Medium,Not yet rated,Light,The Legend Of Suriyothai,Heavy,6/20/2003,9000000,454255,454255
Comedy,Light,None,PG-13,Light,A Mighty Wind,None,4/16/2003,6000000,17583468,18504539
Drama,Heavy,Heavy,R,Medium,The Life Of David Gale,Heavy,2/21/2003,50000000,19694635,28920188
Romantic Comedy,Medium,Medium,R,Medium,The Guru,Light,1/31/2003,11000000,3051221,24150550
Comedy,Heavy,Medium,R,Heavy,Old School,Light,2/21/2003,24000000,75155000,86765463
Drama,Medium,Medium,R,Medium,The Believer,Medium,5/17/2002,1500000,406035,1840248
Comedy,Heavy,Light,PG-13,Light,How To Lose A Guy In 10 Days,Light,2/7/2003,50000000,105807520,178890782
Drama,Light,Light,Not Rated,None,Amen,Light,1/24/2003,14000000,274299,274299
Action,Medium,Light,PG-13,Light,Daredevil,Heavy,2/14/2003,80000000,102543518,182782518
Spy Spoof,Light,Light,PG,Light,Agent Cody Banks,Medium,3/14/2003,25000000,47545060,58240458
Animated Drama,None,None,G,None,The Jungle Book 2,Light,2/14/2003,20000000,47901582,140122225
Comedy,Heavy,Light,PG-13,Medium,A Guy Thing,Light,1/17/2003,20000000,15543862,17430594
Horror,Medium,None,PG-13,None,Darkness Falls,Medium,1/24/2003,7000000,32539681,47289758
Comedy,Medium,Light,PG,Light,Kangaroo Jack,Light,1/17/2003,60000000,66723216,90723216
Drama,Medium,Heavy,Not Rated,Medium,Morvern Callar,Medium,12/20/2002,6000000,267194,267194
Thriller,Medium,None,R,Light,The Quiet American,Medium,11/22/2002,20000000,12987647,26348203
Drama,Medium,Light,PG-13,Light,Antwone Fisher,Medium,12/19/2002,12500000,21078145,23367586
Musical,Medium,Light,PG-13,Light,Chicago,Medium,12/27/2002,30000000,170687518,306770545
Science Fiction,None,None,G,None,Pinocchio,Light,12/25/2002,45000000,3681811,31681811
Science Fiction,None,None,G,None,Pinocchio,Light,2/9/1940,2289247,84300000,84300000
Drama,Medium,Medium,PG-13,Medium,Under The Tuscan Sun,Light,9/26/2003,18000000,43601508,57490024
Comedy,Heavy,Light,R,Medium,Anything Else,None,9/19/2003,18000000,3203044,13203044
Comedy,Light,Medium,R,Medium,Lost In Translation,Light,9/12/2003,4000000,44585453,117085297
Action,Heavy,Light,R,Light,Once Upon A Time In Mexico,Medium,9/12/2003,29000000,56330657,97413527
Action Thriller,Medium,Light,R,None,Underworld,Heavy,9/19/2003,22000000,51970690,95708457
Comedy,Heavy,Light,PG-13,Light,Dickie Roberts: Former Child Star,Light,9/5/2003,17000000,22734486,23734486
Police Thriller,Heavy,None,PG-13,Light,Out Of Time,Medium,10/3/2003,50000000,41083108,55489826
Mystery,Heavy,Light,R,Light,Mystic River,Medium,10/8/2003,30000000,90135191,156822020
Comedy,Medium,Light,PG-13,Light,Duplex,Medium,9/26/2003,40000000,9652000,10070651
Comedy,Medium,None,PG-13,Light,Intolerable Cruelty,Medium,10/10/2003,60000000,35327628,121327628
Drama,Heavy,None,R,None,The Station Agent,Light,10/3/2003,500000,5801558,9470209
Action-Adventure,Heavy,None,PG-13,Light,The Rundown,Heavy,9/26/2003,85000000,47641743,80831893
Suspense Drama,Heavy,None,R,Medium,Veronica Guerin,Heavy,10/17/2003,17000000,1569918,9438074
Science Fiction,Light,None,PG,None,Good Boy!,Light,10/10/2003,17000000,37667746,45312217
Horror,Heavy,Heavy,R,Medium,Freddy Vs. Jason,Heavy,8/15/2003,25000000,82622655,114576403
Comedy,Heavy,None,R,Heavy,Marci X,None,8/22/2003,20000000,1646664,1646664
Drama,Heavy,Medium,R,Heavy,Civil Brand,Heavy,8/29/2003,500000,254293,254293
Drama,Heavy,None,R,Light,This Thing Of Ours,Heavy,7/18/2003,2000000,37227,37227
Comedy,Heavy,Medium,R,Heavy,American Wedding,Light,8/1/2003,55000000,104354205,126425115
Police Thriller,Medium,None,PG-13,None,S.W.A.T.,Medium,8/8/2003,70000000,116877597,207154748
Action,Light,None,PG-13,None,The Medallion,Heavy,8/22/2003,41000000,22108977,22108977
Comedy,Heavy,None,PG,None,Secondhand Lions,Light,9/19/2003,30000000,42070939,47902566
Drama,Heavy,Light,R,Medium,Gigli,Heavy,8/1/2003,54000000,6087542,7126002
Drama,Heavy,Heavy,R,Medium,Thirteen,Medium,8/20/2003,2000000,4601043,9505996
Drama,Medium,Medium,PG-13,Medium,How To Deal,None,7/18/2003,16000000,14108518,14108518
Drama,Medium,None,PG-13,Light,Masked And Anonymous,Medium,7/24/2003,7500000,533344,555335
Western,Heavy,None,R,None,Open Range,Heavy,8/15/2003,26000000,58331254,68613992
Drama,Heavy,Light,PG-13,Light,Seabiscuit,Light,7/25/2003,86000000,120277854,148715342
Comedy,Medium,Light,PG,None,Freaky Friday,Light,8/6/2003,26000000,110222438,160822438
Comedy,Light,Light,PG,Light,Johnny English,Light,7/18/2003,45000000,28013509,163126676
Drama,Heavy,Medium,R,Medium,Buffalo Soldiers,Heavy,7/25/2003,15000000,353743,353743
Comedy,Medium,None,PG-13,None,School Of Rock,Light,10/3/2003,20000000,81261177,131945113
Thriller,Medium,Heavy,Not Rated,Heavy,Swimming Pool,Light,7/4/2003,7800000,10130108,24021282
Police Thriller,Heavy,Medium,R,Heavy,Bad Boys Ii,Heavy,7/18/2003,130000000,138540870,273271982
Science Fiction,Medium,Light,PG-13,Light,The League Of Extraordinary Gentlemen,Heavy,7/11/2003,78000000,66465204,179265204
Thriller,Heavy,None,R,Light,Phone Booth,Medium,4/4/2003,11000000,46566212,97837138
Documentary,None,None,G,None,Winged Migration,None,4/18/2003,28000000,11689053,39134983
Biography,Heavy,Light,R,None,American Splendor,None,8/15/2003,2000000,6003587,8685632
Numskull Comedy,Heavy,Light,PG-13,Medium,Dumb And Dumberer: When Harry Met Lloyd,Medium,6/13/2003,30000000,26214846,26214846
Fantasy,Medium,Light,PG-13,Light,Northfork,None,7/11/2003,1900000,1420578,1445140
Science Fiction,Heavy,Medium,R,Light,Terminator 3: Rise Of The Machines,Heavy,7/1/2003,170000000,150358296,433058296
Pirate Thriller,Light,Light,PG-13,None,Pirates Of The Caribbean: The Curse Of The Black Pearl,Medium,7/9/2003,140000000,305411224,634954103
Musical,Light,Light,PG,Light,From Justin To Kelly,Light,6/20/2003,12000000,4922166,4922166
Documentary,Heavy,Heavy,R,Heavy,The Real Cancun,Light,4/25/2003,4000000,3816594,3816594
Horror,Heavy,None,R,Light,Wrong Turn,Heavy,5/30/2003,10000000,15417771,28649556
Crime Thriller,Medium,Light,PG-13,Light,The Italian Job,Medium,5/30/2003,60000000,106126012,176262839
Science Fiction Thriller,Heavy,Medium,R,Medium,The Matrix Reloaded,Heavy,5/15/2003,150000000,281553689,738576929
Thriller,Heavy,None,R,Light,Dirty Pretty Things,Heavy,7/18/2003,10000000,8112414,14156753
Drama,Light,Light,PG-13,None,Whale Rider,Light,6/6/2003,4300000,20779666,39374600
Drama,Medium,Medium,R,Light,Owning Mahowny,Light,5/2/2003,10000000,1011054,1011054
Comedy,Heavy,Light,PG-13,Medium,Bruce Almighty,Medium,5/23/2003,81000000,242704995,484468608
Comedy,Light,None,PG,None,Daddy Day Care,Light,5/9/2003,60000000,104148781,164285587
Documentary,None,None,G,None,Spellbound,None,10/31/1945,1500000,7000000,7000000
Action-Adventure,Medium,Light,PG-13,Light,Bulletproof Monk,Medium,4/16/2003,52000000,23010607,23010607
Drama,None,None,R,None,Better Luck Tomorrow,None,4/11/2003,250000,3802390,3809226
Drama,Heavy,Medium,Not Rated,Medium,Nowhere In Africa,Medium,3/7/2003,6500000,6173485,6173485
Drama,Heavy,Medium,R,Medium,Confidence,Heavy,4/25/2003,15000000,12212417,12212417
Police Thriller,Heavy,Medium,R,Medium,A Man Apart,Heavy,4/4/2003,36000000,26500000,43797731
Thriller,Heavy,None,R,Light,Basic,Heavy,3/28/2003,50000000,26599248,42598498
Action,Heavy,None,R,Light,City Of Ghosts,Heavy,4/25/2003,17500000,325491,325491
Mystery,Medium,None,R,Light,Identity,Heavy,4/25/2003,28000000,52131264,82183683
Animated,Light,None,G,None,Finding Nemo,Light,5/30/2003,94000000,380529370,936429370
Comedy,Heavy,Light,PG-13,Light,Anger Management,Medium,4/11/2003,56000000,135560942,195660942
Drama,Heavy,Light,R,Light,Raising Victor Vargas,None,3/28/2003,800000,2073984,2900578
Comedy,Medium,None,PG,None,Chasing Papi,Light,4/16/2003,9000000,6126237,12657377
Comedy,Light,None,PG,None,The Lizzie Mcguire Movie,Light,5/2/2003,15000000,42734455,55534455
Comedy,Light,Light,PG,None,What A Girl Wants,Light,4/4/2003,25000000,35990505,35990505
Drama,Heavy,Heavy,Not Rated,None,Irreversible,None,3/7/2003,5400000,792200,8133256
